shipment_id,order_id,order_purchase_date,delivered_customer_date,estimated_delivery_date,warehouse_id,warehouse_name,carrier_id,carrier_name,category_name,sla_tier,actual_delivery_days,estimated_delivery_days,sla_target_days,delay_days,sla_breach_flag,real_late_delivery_flag,issue_type,quality_issue_flag,anomaly_flag
ship_e821a98683cf36d7fd5ee3e3e0b63664,e821a98683cf36d7fd5ee3e3e0b63664,2018-06-07,2018-06-15,2018-07-05,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,fast,8,28,3,0,true,false,none,false,none
ship_ecbda892f221f0914a655563629cf183,ecbda892f221f0914a655563629cf183,2018-06-07,2018-06-13,2018-07-16,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,6,39,3,0,true,false,none,false,none
ship_ee230b38900d26f6334311714d502d30,ee230b38900d26f6334311714d502d30,2018-06-07,2018-06-18,2018-07-18,WH_SOUTH,South FC,CAR_C,Carrier C,moveis_decoracao,bulky,11,41,8,0,true,false,none,false,none
ship_ee583b507900d107ab6b06567c758504,ee583b507900d107ab6b06567c758504,2018-06-07,2018-06-16,2018-07-03,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,relogios_presentes,fast,9,26,3,0,true,false,none,false,none
ship_efa916a75b5d88fd21c5e217c691e81b,efa916a75b5d88fd21c5e217c691e81b,2018-06-07,2018-06-22,2018-07-23,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,cama_mesa_banho,bulky,15,46,8,0,true,false,none,false,none
ship_f17270c61aed8f1df00b8dfff634d06e,f17270c61aed8f1df00b8dfff634d06e,2018-06-07,2018-06-18,2018-07-12,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,eletronicos,fast,11,35,3,0,true,false,none,false,none
ship_f192af03910c3b4efec294f63201d0f2,f192af03910c3b4efec294f63201d0f2,2018-06-07,2018-06-26,2018-07-20,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,construcao_ferramentas_construcao,bulky,19,43,8,0,true,false,none,false,none
ship_f1c1796688aff03e046d4b3cc90e1d3a,f1c1796688aff03e046d4b3cc90e1d3a,2018-06-07,2018-06-12,2018-06-25,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,cama_mesa_banho,bulky,5,18,8,0,false,false,none,false,none
ship_f48e36e6cb040456fccdc6b055be3ddc,f48e36e6cb040456fccdc6b055be3ddc,2018-06-07,2018-06-14,2018-06-25,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,informatica_acessorios,fast,7,18,3,0,true,false,none,false,none
ship_f6dca8897da8fa613f0b91b742c58b54,f6dca8897da8fa613f0b91b742c58b54,2018-06-07,2018-06-23,2018-07-11,WH_SOUTH,South FC,CAR_A,Carrier A,bebes,standard,16,34,5,0,true,false,damaged,true,none
ship_f6ffb29c9fc11f94687426f77bfb45b4,f6ffb29c9fc11f94687426f77bfb45b4,2018-06-07,2018-06-12,2018-06-18,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,perfumaria,fast,5,11,3,0,true,false,none,false,none
ship_f80646cba3e7522337da486bbc45d92e,f80646cba3e7522337da486bbc45d92e,2018-06-07,2018-06-11,2018-06-18,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,moveis_cozinha_area_de_servico_jantar_e_jardim,bulky,4,11,8,0,false,false,none,false,none
ship_f807d9018684b10d06ca569cdd62c0af,f807d9018684b10d06ca569cdd62c0af,2018-06-07,2018-06-14,2018-06-18,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,fast,7,11,3,0,true,false,none,false,none
ship_f81cffddbb8c9cf0ccdd3a5a4161aa64,f81cffddbb8c9cf0ccdd3a5a4161aa64,2018-06-07,2018-06-21,2018-07-12,WH_SOUTH,South FC,CAR_A,Carrier A,moveis_decoracao,bulky,14,35,8,0,true,false,refund,true,none
ship_f8c9df743a18aeeedd550486dbe39689,f8c9df743a18aeeedd550486dbe39689,2018-06-07,2018-06-19,2018-07-11,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,standard,12,34,5,0,true,false,none,false,none
ship_f91a6274f42705db22d06ba516968a56,f91a6274f42705db22d06ba516968a56,2018-06-07,2018-06-13,2018-07-03,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,cama_mesa_banho,bulky,6,26,8,0,false,false,none,false,none
ship_f96682f8b83bc89372ebcb2164502266,f96682f8b83bc89372ebcb2164502266,2018-06-07,2018-06-13,2018-07-03,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,relogios_presentes,fast,6,26,3,0,true,false,none,false,none
ship_f9d852b1cf2bd8c89bc635849359cb4e,f9d852b1cf2bd8c89bc635849359cb4e,2018-06-07,2018-07-12,2018-07-20,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,35,43,3,0,true,false,none,false,none
ship_fb782978193f7e29ff62d9b64c93ff54,fb782978193f7e29ff62d9b64c93ff54,2018-06-07,2018-06-13,2018-07-03,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,cama_mesa_banho,bulky,6,26,8,0,false,false,none,false,none
ship_fd8406e55cd74ad84a30ccca898589b3,fd8406e55cd74ad84a30ccca898589b3,2018-06-07,2018-06-11,2018-06-25,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,papelaria,fast,4,18,3,0,true,false,none,false,none
ship_fda6b3dc0172753cc6d00bddb5d4a6e7,fda6b3dc0172753cc6d00bddb5d4a6e7,2018-06-07,2018-06-15,2018-07-05,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,eletrodomesticos,bulky,8,28,8,0,false,false,none,false,none
ship_febbb5a06ba3e1a76d7074adb56ff587,febbb5a06ba3e1a76d7074adb56ff587,2018-06-07,2018-06-28,2018-07-11,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,fashion_bolsas_e_acessorios,fast,21,34,3,0,true,false,none,false,none
ship_00c4f17dcb94448f27a2cbaa83f10a4b,00c4f17dcb94448f27a2cbaa83f10a4b,2018-06-08,2018-06-12,2018-06-19,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,4,11,3,0,true,false,none,false,none
ship_010f223ddbec749e95ef3f5414f9c4ee,010f223ddbec749e95ef3f5414f9c4ee,2018-06-08,2018-06-18,2018-07-05,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,relogios_presentes,fast,10,27,3,0,true,false,none,false,none
ship_01b06b4d63c340902dbe3d9f8b2fe821,01b06b4d63c340902dbe3d9f8b2fe821,2018-06-08,2018-06-12,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,automotivo,standard,4,18,5,0,false,false,none,false,none
ship_0216ea85f929ce4795f933573c6bb055,0216ea85f929ce4795f933573c6bb055,2018-06-08,2018-06-19,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,casa_conforto,standard,11,18,5,0,true,false,none,false,none
ship_024319cfbf2156b9b8a0a50c3aef45b7,024319cfbf2156b9b8a0a50c3aef45b7,2018-06-08,2018-06-18,2018-07-26,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,relogios_presentes,fast,10,48,3,0,true,false,none,false,none
ship_055da72c578d9094618ebb2712e161e9,055da72c578d9094618ebb2712e161e9,2018-06-08,2018-06-15,2018-07-13,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,7,35,3,0,true,false,none,false,none
ship_07242eb6740fc0feb5044eda405a4782,07242eb6740fc0feb5044eda405a4782,2018-06-08,2018-06-13,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,5,20,3,0,true,false,none,false,none
ship_0725ad25260ef550bc00be1179252efe,0725ad25260ef550bc00be1179252efe,2018-06-08,2018-06-16,2018-07-04,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,casa_conforto_2,standard,8,26,5,0,true,false,none,false,none
ship_082d9e610509b115a17045c97c207811,082d9e610509b115a17045c97c207811,2018-06-08,2018-06-19,2018-07-16,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,informatica_acessorios,fast,11,38,3,0,true,false,none,false,none
ship_09268d8b25dd31ae78b464efd453d069,09268d8b25dd31ae78b464efd453d069,2018-06-08,2018-06-14,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,6,20,3,0,true,false,none,false,none
ship_0a461e390d6d2280c86fa9a76b3a0e68,0a461e390d6d2280c86fa9a76b3a0e68,2018-06-08,2018-06-26,2018-07-27,WH_SOUTH,South FC,CAR_A,Carrier A,relogios_presentes,fast,18,49,3,0,true,false,none,false,none
ship_0a57fdd1a42f86bd170a4623ca76676c,0a57fdd1a42f86bd170a4623ca76676c,2018-06-08,2018-06-13,2018-06-29,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,5,21,5,0,false,false,none,false,none
ship_0e5864ac7bd0aaa12bf5e9eb866e63f8,0e5864ac7bd0aaa12bf5e9eb866e63f8,2018-06-08,2018-06-18,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,informatica_acessorios,fast,10,20,3,0,true,false,none,false,none
ship_0e78a0fe8a4dba7965080ad7c3bce866,0e78a0fe8a4dba7965080ad7c3bce866,2018-06-08,2018-06-15,2018-07-11,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,cama_mesa_banho,bulky,7,33,8,0,false,false,none,false,none
ship_102a6b13aa973c8c169ba1d62ffa4cce,102a6b13aa973c8c169ba1d62ffa4cce,2018-06-08,2018-06-21,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,eletronicos,fast,13,20,3,0,true,false,refund,true,none
ship_104dbb8a46362208d1b4b3cf7a7c2956,104dbb8a46362208d1b4b3cf7a7c2956,2018-06-08,2018-06-28,2018-07-13,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,automotivo,standard,20,35,5,0,true,false,none,false,none
ship_10670df5f8bf4bf17a02524ee39b5b0b,10670df5f8bf4bf17a02524ee39b5b0b,2018-06-08,2018-06-19,2018-07-05,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,esporte_lazer,standard,11,27,5,0,true,false,none,false,none
ship_114b047e7bac7728e93bdf39f7031875,114b047e7bac7728e93bdf39f7031875,2018-06-08,2018-06-26,2018-07-18,WH_SOUTH,South FC,CAR_D,Carrier D,artes,standard,18,40,5,0,true,false,none,false,none
ship_1263bf7619d0024e7a8b211924e1bbe6,1263bf7619d0024e7a8b211924e1bbe6,2018-06-08,2018-06-13,2018-06-20,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,cama_mesa_banho,bulky,5,12,8,0,false,false,none,false,none
ship_17a97fd237c6bc89cb832bd70369745e,17a97fd237c6bc89cb832bd70369745e,2018-06-08,2018-06-15,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,cama_mesa_banho,bulky,7,18,8,0,false,false,missing,true,none
ship_1b5616e7176516b92c005cf30da4dd69,1b5616e7176516b92c005cf30da4dd69,2018-06-08,2018-06-18,2018-07-13,WH_SOUTH,South FC,CAR_C,Carrier C,brinquedos,standard,10,35,5,0,true,false,none,false,none
ship_1c05a65d4250595c0369fe2e5771f5a1,1c05a65d4250595c0369fe2e5771f5a1,2018-06-08,2018-06-22,2018-07-17,WH_SOUTH,South FC,CAR_B,Carrier B,cama_mesa_banho,bulky,14,39,8,0,true,false,none,false,none
ship_214a42323dd7ec45504d319315a1386b,214a42323dd7ec45504d319315a1386b,2018-06-08,2018-06-14,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,papelaria,fast,6,18,3,0,true,false,none,false,none
ship_23324e673e59ef245b4737662ca5f38f,23324e673e59ef245b4737662ca5f38f,2018-06-08,2018-06-26,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bebes,standard,18,20,5,0,true,false,none,false,none
ship_2430a52e925b011feffa73dfd2426bf3,2430a52e925b011feffa73dfd2426bf3,2018-06-08,2018-06-12,2018-06-19,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,cama_mesa_banho,bulky,4,11,8,0,false,false,none,false,none
ship_252c40159f2a9ab94b552a779514e790,252c40159f2a9ab94b552a779514e790,2018-06-08,2018-06-19,2018-07-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,utilidades_domesticas,standard,11,39,5,0,true,false,none,false,none
ship_2536e0f8936553b5d7c7de59d0dc4b0e,2536e0f8936553b5d7c7de59d0dc4b0e,2018-06-08,2018-06-25,2018-07-23,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,bebes,standard,17,45,5,0,true,false,none,false,none
ship_2591dc67686367f1aa9b8f09497f8bde,2591dc67686367f1aa9b8f09497f8bde,2018-06-08,2018-06-12,2018-06-19,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,perfumaria,fast,4,11,3,0,true,false,none,false,none
ship_282773acd16280567c37f4f31012147f,282773acd16280567c37f4f31012147f,2018-06-08,2018-06-19,2018-06-29,WH_SOUTH,South FC,CAR_D,Carrier D,automotivo,standard,11,21,5,0,true,false,none,false,none
ship_28804427b3bbfea6ef5a0e0de798c41a,28804427b3bbfea6ef5a0e0de798c41a,2018-06-08,2018-06-16,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,relogios_presentes,fast,8,18,3,0,true,false,none,false,none
ship_2884411103e7fe124af5df8b85a8fb7b,2884411103e7fe124af5df8b85a8fb7b,2018-06-08,2018-06-19,2018-07-13,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,informatica_acessorios,fast,11,35,3,0,true,false,none,false,none
ship_28d2a5cfa6ad3fed5f73c66dca690d22,28d2a5cfa6ad3fed5f73c66dca690d22,2018-06-08,2018-06-23,2018-06-29,WH_SOUTH,South FC,CAR_A,Carrier A,utilidades_domesticas,standard,15,21,5,0,true,false,none,false,none
ship_29afb9bd764e2f5be034429f3d6811cf,29afb9bd764e2f5be034429f3d6811cf,2018-06-08,2018-06-21,2018-07-04,WH_SOUTH,South FC,CAR_A,Carrier A,bebes,standard,13,26,5,0,true,false,none,false,none
ship_2b52151af87075998345ef238d3756a3,2b52151af87075998345ef238d3756a3,2018-06-08,2018-06-25,2018-07-17,WH_CENTRAL_WEST,Central-West FC,CAR_C,Carrier C,beleza_saude,fast,17,39,3,0,true,false,none,false,none
ship_2cfad4578fbb3e63a43013da4edcf479,2cfad4578fbb3e63a43013da4edcf479,2018-06-08,2018-06-19,2018-07-12,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,moveis_decoracao,bulky,11,34,8,0,true,false,none,false,none
ship_2d7aa84a54a8c03cbfbb2cfd8ae0307d,2d7aa84a54a8c03cbfbb2cfd8ae0307d,2018-06-08,2018-06-23,2018-07-24,WH_NORTH,North FC,CAR_A,Carrier A,relogios_presentes,fast,15,46,3,0,true,false,none,false,none
ship_2f8691a66c1a37780996a2479e8bea62,2f8691a66c1a37780996a2479e8bea62,2018-06-08,2018-06-25,2018-07-11,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,papelaria,fast,17,33,3,0,true,false,none,false,none
ship_315ee1669de8cbcaca403bb9c0f2e228,315ee1669de8cbcaca403bb9c0f2e228,2018-06-08,2018-06-20,2018-07-11,WH_SOUTH,South FC,CAR_A,Carrier A,relogios_presentes,fast,12,33,3,0,true,false,none,false,none
ship_31cc7d918ce7e1580a814fb633e854c1,31cc7d918ce7e1580a814fb633e854c1,2018-06-08,2018-06-18,2018-07-12,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,10,34,3,0,true,false,none,false,none
ship_32f4f0673547f9e7bef5c7d24d8f3a87,32f4f0673547f9e7bef5c7d24d8f3a87,2018-06-08,2018-06-22,2018-07-20,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,dvds_blu_ray,standard,14,42,5,0,true,false,none,false,none
ship_33cfa9cfd39c08b8a0ba8a94850a15e5,33cfa9cfd39c08b8a0ba8a94850a15e5,2018-06-08,2018-06-14,2018-07-12,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,alimentos,standard,6,34,5,0,true,false,none,false,none
ship_34c1d5a6ffd6f4ffe32502ec9c156d2b,34c1d5a6ffd6f4ffe32502ec9c156d2b,2018-06-08,2018-06-27,2018-07-16,WH_SOUTH,South FC,CAR_D,Carrier D,casa_construcao,bulky,19,38,8,0,true,false,none,false,none
ship_34fc6460f955b60d754d90d050024352,34fc6460f955b60d754d90d050024352,2018-06-08,2018-06-13,2018-06-19,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,cama_mesa_banho,bulky,5,11,8,0,false,false,damaged,true,none
ship_3745cc99bd10a2c16e31403fe9654502,3745cc99bd10a2c16e31403fe9654502,2018-06-08,2018-06-11,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,fast,3,18,3,0,false,false,none,false,none
ship_38f6298aa79584030ff9a7a12d4ef6fa,38f6298aa79584030ff9a7a12d4ef6fa,2018-06-08,2018-06-15,2018-07-11,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,beleza_saude,fast,7,33,3,0,true,false,none,false,none
ship_39088c337dc4bbb9ff7797fcfdeb6f3a,39088c337dc4bbb9ff7797fcfdeb6f3a,2018-06-08,2018-06-18,2018-06-29,WH_SOUTH,South FC,CAR_B,Carrier B,construcao_ferramentas_jardim,bulky,10,21,8,0,true,false,none,false,none
ship_396a192aba5ce4ea3612711cf5d6bfc1,396a192aba5ce4ea3612711cf5d6bfc1,2018-06-08,2018-06-19,2018-07-03,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,papelaria,fast,11,25,3,0,true,false,none,false,none
ship_3ae6c164f9e4222b57e95c67ce981118,3ae6c164f9e4222b57e95c67ce981118,2018-06-08,2018-06-14,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,beleza_saude,fast,6,20,3,0,true,false,none,false,none
ship_3d34e2eec4245acada65a41a949f2568,3d34e2eec4245acada65a41a949f2568,2018-06-08,2018-06-19,2018-07-03,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,moveis_decoracao,bulky,11,25,8,0,true,false,none,false,none
ship_3d86b76dd4cf276f21ad4c62da992b5e,3d86b76dd4cf276f21ad4c62da992b5e,2018-06-08,2018-06-16,2018-07-17,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,relogios_presentes,fast,8,39,3,0,true,false,none,false,none
ship_3e6e1b157030813612778573761473cd,3e6e1b157030813612778573761473cd,2018-06-08,2018-06-20,2018-07-11,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,ferramentas_jardim,bulky,12,33,8,0,true,false,none,false,none
ship_425fcc243ccff35a28b40a54a506487b,425fcc243ccff35a28b40a54a506487b,2018-06-08,2018-06-15,2018-06-29,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,fast,7,21,3,0,true,false,none,false,none
ship_42746b2bd175a9a00d415b3bb3393067,42746b2bd175a9a00d415b3bb3393067,2018-06-08,2018-06-18,2018-07-04,WH_SOUTH,South FC,CAR_A,Carrier A,bebidas,standard,10,26,5,0,true,false,none,false,none
ship_4534a8dd8fc9a1eccddc2bc6a7fd2ba2,4534a8dd8fc9a1eccddc2bc6a7fd2ba2,2018-06-08,2018-06-27,2018-07-19,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,construcao_ferramentas_construcao,bulky,19,41,8,0,true,false,none,false,none
ship_46513a6be6229688ac9b3144f995f95a,46513a6be6229688ac9b3144f995f95a,2018-06-08,2018-06-13,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,utilidades_domesticas,standard,5,18,5,0,false,false,none,false,none
ship_46756e8b057947b9f69b5a70f084817f,46756e8b057947b9f69b5a70f084817f,2018-06-08,2018-07-04,2018-07-11,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,esporte_lazer,standard,26,33,5,0,true,false,none,false,none
ship_46c3d7a39e516332b81a4841a2fae891,46c3d7a39e516332b81a4841a2fae891,2018-06-08,2018-06-20,2018-07-04,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,construcao_ferramentas_seguranca,bulky,12,26,8,0,true,false,none,false,none
ship_477c5227ffdd6b36ff00bbc57f290874,477c5227ffdd6b36ff00bbc57f290874,2018-06-08,2018-07-09,2018-07-04,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,utilidades_domesticas,standard,31,26,5,5,true,true,none,false,none
ship_4888eb67727162d62e275521e8d6bf41,4888eb67727162d62e275521e8d6bf41,2018-06-08,2018-06-20,2018-07-16,WH_SOUTH,South FC,CAR_B,Carrier B,cama_mesa_banho,bulky,12,38,8,0,true,false,none,false,none
ship_48a957d6e7477f9bce68d7b419f91515,48a957d6e7477f9bce68d7b419f91515,2018-06-08,2018-06-14,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,pet_shop,standard,6,20,5,0,true,false,refund,true,none
ship_491f193fc52075598871cfe6f19976d4,491f193fc52075598871cfe6f19976d4,2018-06-08,2018-06-18,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,papelaria,fast,10,20,3,0,true,false,none,false,none
ship_493698ce56fc7a2737d5cc7984627879,493698ce56fc7a2737d5cc7984627879,2018-06-08,2018-07-04,2018-07-12,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,eletronicos,fast,26,34,3,0,true,false,none,false,none
ship_4970ecf64d47def5d7c4c4b39b7ce8d1,4970ecf64d47def5d7c4c4b39b7ce8d1,2018-06-08,2018-06-15,2018-06-25,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,beleza_saude,fast,7,17,3,0,true,false,none,false,none
ship_4a7bd485a7782360556161a38c725e5b,4a7bd485a7782360556161a38c725e5b,2018-06-08,2018-06-15,2018-07-16,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,esporte_lazer,standard,7,38,5,0,true,false,none,false,none
ship_4b87488fb6269f8321508923b95da4d6,4b87488fb6269f8321508923b95da4d6,2018-06-08,2018-06-15,2018-07-05,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,standard,7,27,5,0,true,false,none,false,none
ship_4e78772384a49c0cb9ec6c49530a98de,4e78772384a49c0cb9ec6c49530a98de,2018-06-08,2018-06-18,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,informatica_acessorios,fast,10,18,3,0,true,false,none,false,none
ship_4eaac246ef696b5524caa40f105ca46a,4eaac246ef696b5524caa40f105ca46a,2018-06-08,2018-06-13,2018-06-19,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,cama_mesa_banho,bulky,5,11,8,0,false,false,none,false,none
ship_4ec19b697aade053fdce351d848f2a01,4ec19b697aade053fdce351d848f2a01,2018-06-08,2018-06-27,2018-07-13,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,utilidades_domesticas,standard,19,35,5,0,true,false,none,false,none
ship_5037eaa70390c5b3b4073d0aaac80c15,5037eaa70390c5b3b4073d0aaac80c15,2018-06-08,2018-06-25,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,moveis_decoracao,bulky,17,20,8,0,true,false,none,false,none
ship_503a4b807aa2c90fcf93c3c5e85a33d1,503a4b807aa2c90fcf93c3c5e85a33d1,2018-06-08,2018-06-13,2018-06-29,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,relogios_presentes,fast,5,21,3,0,true,false,none,false,none
ship_50630ee90de1185d8ae34f8232f8e2fa,50630ee90de1185d8ae34f8232f8e2fa,2018-06-08,2018-06-20,2018-06-29,WH_CENTRAL_WEST,Central-West FC,CAR_D,Carrier D,pet_shop,standard,12,21,5,0,true,false,none,false,none
ship_50b8c557d8dd265d4417824162c5888c,50b8c557d8dd265d4417824162c5888c,2018-06-08,2018-06-16,2018-07-18,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,pet_shop,standard,8,40,5,0,true,false,wrong,true,none
ship_516e3648149f506769d0bd782e42e90f,516e3648149f506769d0bd782e42e90f,2018-06-08,2018-06-12,2018-07-04,WH_SOUTH,South FC,CAR_A,Carrier A,malas_acessorios,standard,4,26,5,0,false,false,none,false,none
ship_5262eaeb971616ffef822379ed91896f,5262eaeb971616ffef822379ed91896f,2018-06-08,2018-06-25,2018-06-29,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,17,21,3,0,true,false,none,false,none
ship_5284adfbbb8324bb8cc6ce42f0ea43e5,5284adfbbb8324bb8cc6ce42f0ea43e5,2018-06-08,2018-06-11,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,3,20,3,0,false,false,none,false,none
ship_57dbf0bb6156d7ab17e1af9223e06f6f,57dbf0bb6156d7ab17e1af9223e06f6f,2018-06-08,2018-06-22,2018-07-13,WH_CENTRAL_WEST,Central-West FC,CAR_A,Carrier A,esporte_lazer,standard,14,35,5,0,true,false,none,false,none
ship_5874c5a855871e35bc123b521d3d041a,5874c5a855871e35bc123b521d3d041a,2018-06-08,2018-06-14,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,relogios_presentes,fast,6,18,3,0,true,false,none,false,none
ship_5d0db9d992f9f02d3bdca8a7e64c2c27,5d0db9d992f9f02d3bdca8a7e64c2c27,2018-06-08,2018-06-15,2018-06-21,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,perfumaria,fast,7,13,3,0,true,false,none,false,none
ship_5d4cc700b2defe73524d7d22320fdd34,5d4cc700b2defe73524d7d22320fdd34,2018-06-08,2018-06-14,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_D,Carrier D,utilidades_domesticas,standard,6,18,5,0,true,false,none,false,none
ship_5db7d9a0fc370ee9ccbf9dfb04eb2f66,5db7d9a0fc370ee9ccbf9dfb04eb2f66,2018-06-08,2018-06-18,2018-07-13,WH_CENTRAL_WEST,Central-West FC,CAR_B,Carrier B,telefonia,fast,10,35,3,0,true,false,none,false,none
ship_5dcfd31ce05e7696a4c635cc256a0364,5dcfd31ce05e7696a4c635cc256a0364,2018-06-08,2018-06-13,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_B,Carrier B,brinquedos,standard,5,20,5,0,false,false,none,false,none
ship_5e0238f4a57ea0c2a69aad35627b57f0,5e0238f4a57ea0c2a69aad35627b57f0,2018-06-08,2018-06-11,2018-06-26,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,bebes,standard,3,18,5,0,false,false,none,false,none
ship_64752052885225751d162ea92222d953,64752052885225751d162ea92222d953,2018-06-08,2018-06-22,2018-07-12,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,beleza_saude,fast,14,34,3,0,true,false,none,false,none
ship_656dbb4c6b66cb06a7ffd47823b6345a,656dbb4c6b66cb06a7ffd47823b6345a,2018-06-08,2018-06-18,2018-07-04,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,papelaria,fast,10,26,3,0,true,false,none,false,none
ship_664fffdda32d46c6b21de73112d0a468,664fffdda32d46c6b21de73112d0a468,2018-06-08,2018-06-20,2018-06-28,WH_SOUTHEAST,Southeast FC,CAR_A,Carrier A,artes,standard,12,20,5,0,true,false,none,false,none
ship_67237faa0d1a15c51811b4888270a4c2,67237faa0d1a15c51811b4888270a4c2,2018-06-08,2018-06-15,2018-07-03,WH_SOUTHEAST,Southeast FC,CAR_C,Carrier C,brinquedos,standard,7,25,5,0,true,false,none,false,none
